trl_n curr_stim_level search nitems curr_target
1 3 0 12 2
2 3 0 4 2
3 3 1 8 2
4 3 0 8 1
5 3 0 12 1
6 3 0 4 1
7 3 1 12 2
8 3 0 12 2
9 3 1 4 2
10 3 1 12 1
11 3 1 8 2
12 3 1 4 1
13 3 0 12 2
14 3 0 12 2
15 3 1 4 2
16 3 1 8 1
17 3 1 12 1
18 3 1 12 2
19 3 0 4 1
20 3 1 8 1
21 3 1 4 2
22 3 1 8 1
23 3 0 12 1
24 3 0 8 2
25 3 1 4 2
26 3 0 8 1
27 3 1 12 2
28 3 0 4 1
29 3 1 8 2
30 3 0 4 2
31 3 0 4 2
32 3 0 12 1
33 3 1 12 1
34 3 1 8 2
35 3 1 4 2
36 3 1 8 1
37 3 1 12 1
38 3 0 8 2
39 3 0 8 1
40 3 0 12 1
41 3 1 4 2
42 3 0 12 1
43 3 1 8 2
44 3 1 12 1
45 3 1 4 1
46 3 1 4 1
47 3 0 4 2
48 3 0 4 2
49 3 0 12 1
50 3 0 8 2
51 3 1 4 1
52 3 0 8 2
53 3 0 12 1
54 3 1 12 1
55 3 1 12 2
56 3 1 12 2
57 3 1 8 2
58 3 0 8 2
59 3 0 4 1
60 3 1 4 1
61 3 0 8 1
62 3 1 8 2
63 3 1 8 1
64 3 0 8 1
65 3 0 4 1
66 3 0 8 2
67 3 0 12 2
68 3 0 8 1
69 3 0 8 1
70 3 1 4 1
71 3 0 8 2
72 3 0 4 2
73 3 1 8 2
74 3 0 12 1
75 3 1 4 2
76 3 0 12 1
77 3 1 4 1
78 3 1 8 2
79 3 0 12 2
80 3 0 4 1
81 3 0 8 2
82 3 1 4 1
83 3 1 12 1
84 3 0 8 2
85 3 1 4 2
86 3 1 12 1
87 3 0 4 2
88 3 1 12 1
89 3 1 8 1
90 3 0 4 2
91 3 0 12 2
92 3 0 12 2
93 3 0 4 2
94 3 1 12 2
95 3 0 12 1
96 3 1 8 2
97 3 0 4 1
98 3 0 8 1
99 3 0 8 1
100 3 1 12 1
101 3 1 4 1
102 3 1 12 2
103 3 1 8 1
104 3 1 8 1
105 3 1 4 2
106 3 0 12 2
107 3 0 8 1
108 3 0 4 1
109 3 0 8 2
110 3 0 4 2
111 3 0 4 1
112 3 1 12 2
113 3 0 4 1
114 3 1 4 2
115 3 0 12 2
116 3 1 8 1
117 3 1 8 1
118 3 1 12 2
119 3 1 12 2
120 3 1 4 1
121 2 0 4 2
122 2 1 4 1
123 2 0 8 1
124 2 1 12 1
125 2 1 4 1
126 2 0 12 1
127 2 0 8 1
128 2 1 4 2
129 2 0 12 1
130 2 1 12 2
131 2 1 12 2
132 2 0 4 2
133 2 1 4 1
134 2 0 4 1
135 2 1 4 1
136 2 0 8 1
137 2 1 12 2
138 2 1 8 1
139 2 0 12 1
140 2 0 12 2
141 2 1 8 2
142 2 1 4 2
143 2 1 8 1
144 2 0 4 1
145 2 1 12 2
146 2 1 4 2
