trl_n curr_stim_level search nitems curr_target
1 3 1 12 1
2 3 0 4 1
3 3 1 8 1
4 3 1 4 1
5 3 0 4 1
6 3 1 12 2
7 3 0 12 2
8 3 1 12 2
9 3 1 4 2
10 3 0 8 1
11 3 1 4 2
12 3 0 4 1
13 3 0 4 2
14 3 0 4 1
15 3 1 4 1
16 3 0 8 1
17 3 1 4 1
18 3 1 8 2
19 3 0 8 2
20 3 1 12 2
21 3 0 4 2
22 3 1 12 1
23 3 0 8 1
24 3 0 12 1
25 3 0 4 1
26 3 0 12 1
27 3 0 12 2
28 3 0 4 2
29 3 1 8 1
30 3 1 4 2
31 3 1 4 1
32 3 1 4 2
33 3 1 4 1
34 3 0 8 2
35 3 0 4 2
36 3 1 4 2
37 3 1 8 2
38 3 1 4 2
39 3 1 8 2
40 3 0 12 2
41 3 0 12 1
42 3 0 12 2
43 3 0 8 2
44 3 1 4 1
45 3 1 4 2
46 3 0 8 2
47 3 1 4 2
48 3 1 12 1
49 3 0 8 1
50 3 1 8 2
51 3 1 12 2
52 3 1 8 1
53 3 0 12 2
54 3 1 12 2
55 3 0 8 1
56 3 0 12 1
57 3 0 4 2
58 3 0 8 2
59 3 0 12 1
60 3 1 4 2
61 3 1 12 2
62 3 0 4 2
63 3 0 8 2
64 3 1 8 1
65 3 0 12 1
66 3 1 12 1
67 3 1 8 2
68 3 1 4 2
69 3 1 12 2
70 3 0 8 1
71 3 1 8 1
72 3 1 12 1
73 3 1 12 2
74 3 0 12 1
75 3 1 12 1
76 3 0 12 2
77 3 1 8 2
78 3 1 4 1
79 3 1 8 2
80 3 1 8 1
81 3 1 8 2
82 3 0 12 2
83 3 0 4 2
84 3 1 12 1
85 3 0 12 1
86 3 0 8 1
87 3 0 12 2
88 3 1 4 1
89 3 1 12 1
90 3 0 8 1
91 3 0 8 2
92 3 0 8 2
93 3 0 8 1
94 3 0 4 2
95 3 1 12 2
96 3 1 12 1
97 3 0 4 1
98 3 0 12 1
99 3 0 4 2
100 3 0 4 2
101 3 1 4 1
102 3 0 4 1
103 3 1 12 1
104 3 0 4 1
105 3 1 8 2
106 3 0 12 2
107 3 0 8 2
108 3 1 8 1
109 3 0 4 1
110 3 0 8 1
111 3 1 4 1
112 3 1 12 2
113 3 1 8 1
114 3 1 8 1
115 3 0 12 2
116 3 0 8 2
117 3 0 12 1
118 3 0 4 1
119 3 1 8 2
120 3 1 8 1
121 2 0 12 2
122 2 1 4 2
123 2 0 4 1
124 2 1 4 1
125 2 0 12 1
126 2 0 8 1
