trl_n curr_stim_level search nitems curr_target
1 2 0 4 2
2 2 1 4 1
3 2 1 8 2
4 2 0 12 2
5 2 0 4 2
6 2 1 4 2
7 2 0 12 1
8 2 1 4 2
9 2 0 4 1
10 2 1 8 2
11 2 0 8 1
12 2 0 8 1
13 2 1 4 1
14 2 0 8 1
15 2 0 8 1
16 2 1 8 2
17 2 1 4 1
18 2 1 12 1
19 2 0 4 1
20 2 0 4 1
21 2 1 8 1
22 2 1 4 1
23 2 1 8 2
24 2 0 8 1
25 2 1 8 2
26 2 0 12 1
27 2 1 4 2
28 2 1 12 1
29 2 0 4 2
30 2 1 12 2
31 2 0 8 1
32 2 0 8 2
33 2 1 4 2
34 2 0 12 1
35 2 0 8 2
36 2 0 12 2
37 2 1 8 1
38 2 0 8 2
39 2 0 4 1
40 2 1 12 2
41 2 1 4 1
42 2 1 12 1
43 2 1 12 2
44 2 1 12 1
45 2 1 4 1
46 2 0 12 2
47 2 1 4 1
48 2 0 12 1
49 2 0 4 2
50 2 1 12 1
51 2 1 12 1
52 2 1 4 2
53 2 0 12 2
54 2 1 12 2
55 2 0 12 1
56 2 1 8 2
57 2 0 8 1
58 2 0 8 2
59 2 1 8 2
60 2 0 12 2
61 2 0 4 2
62 2 1 12 1
63 2 0 8 1
64 2 0 4 2
65 2 1 4 2
66 2 0 4 2
67 2 0 12 2
68 2 1 4 2
69 2 0 12 1
70 2 1 4 2
71 2 1 8 1
72 2 1 8 1
73 2 1 8 1
74 2 0 8 1
75 2 0 12 1
76 2 0 8 2
77 2 0 4 2
78 2 1 4 2
79 2 1 8 2
80 2 1 12 2
81 2 1 12 1
82 2 0 4 1
83 2 0 4 1
84 2 0 12 2
85 2 0 4 2
86 2 1 12 1
87 2 1 12 2
88 2 1 12 2
89 2 1 4 2
90 2 1 8 1
91 2 0 8 2
92 2 0 4 2
93 2 0 4 1
94 2 0 4 1
95 2 0 12 2
96 2 1 8 1
97 2 0 12 1
98 2 0 4 1
99 2 1 4 1
100 2 1 8 1
101 2 1 8 1
102 2 0 8 1
103 2 0 8 2
104 2 0 8 2
105 2 1 12 2
106 2 1 8 2
107 2 1 8 1
108 2 0 8 2
109 2 1 8 2
110 2 1 12 2
111 2 1 4 1
112 2 0 8 2
113 2 0 4 1
114 2 1 4 1
115 2 0 12 1
116 2 0 12 2
117 2 1 12 1
118 2 0 12 1
119 2 1 12 2
120 2 0 12 2
121 0 0 12 2
122 0 1 4 1
123 0 1 12 1
124 0 0 4 1
125 0 1 4 2
126 0 1 8 2
127 0 1 8 1
128 0 0 8 2
129 0 0 12 2
130 0 0 4 2
131 0 1 12 2
132 0 1 4 1
133 0 1 8 2
134 0 1 12 2
135 0 1 12 1
136 0 0 12 2
137 0 1 8 1
138 0 0 8 2
139 0 0 8 2
140 0 1 12 1
141 0 1 12 2
142 0 0 4 1
143 0 0 4 1
144 0 0 4 1
145 0 0 4 2
146 0 1 4 2
147 0 0 4 2
148 0 1 12 2
149 0 1 8 2
150 0 0 4 2
151 0 0 8 1
152 0 0 4 1
153 0 0 12 2
154 0 1 4 2
155 0 1 4 1
156 0 1 12 2
157 0 0 8 1
158 0 0 8 2
159 0 1 12 2
160 0 0 8 2
161 0 0 4 2
162 0 0 4 1
163 0 1 8 1
164 0 1 4 1
165 0 0 4 2
166 0 0 8 2
167 0 1 4 1
168 0 0 12 1
169 0 1 8 2
170 0 1 8 1
171 0 0 12 1
172 0 0 8 2
173 0 0 12 2
174 0 0 12 2
175 0 1 8 1
176 0 0 4 2
177 0 0 8 2
178 0 1 4 1
179 0 0 8 1
180 0 0 8 1
181 0 0 12 1
182 0 0 4 2
183 0 0 12 1
184 0 1 4 2
185 0 1 12 1
186 0 0 4 2
187 0 0 8 2
188 0 1 4 2
189 0 1 8 2
190 0 0 12 1
191 0 0 8 2
192 0 1 12 2
193 0 1 12 1
194 0 0 8 1
195 0 0 12 2
196 0 0 12 1
197 0 0 8 1
198 0 1 4 1
199 0 1 12 2
200 0 1 8 2
201 0 1 4 2
202 0 1 4 1
203 0 1 8 1
204 0 1 4 1
205 0 0 12 1
206 0 1 8 2
207 0 1 8 2
208 0 1 12 1
209 0 1 8 1
210 0 0 4 1
211 0 1 8 1
212 0 1 4 1
213 0 0 12 2
214 0 1 12 2
215 0 0 12 1
216 0 0 12 1
217 0 0 4 2
218 0 0 12 1
219 0 1 12 1
220 0 0 4 1
221 0 0 8 1
222 0 1 4 2
223 0 0 12 2
224 0 0 8 1
225 0 1 4 2
226 0 0 8 1
227 0 1 12 1
228 0 0 4 1
229 0 1 12 1
230 0 1 8 2
231 0 1 4 2
232 0 1 8 1
233 0 1 12 1
234 0 0 4 1
235 0 1 12 2
236 0 1 8 2
237 0 1 4 2
238 0 0 8 1
239 0 1 8 1
240 0 0 12 2
241 1 0 8 1
242 1 1 12 1
243 1 1 12 2
244 1 1 8 1
245 1 0 8 2
246 1 1 4 1
247 1 0 4 2
248 1 0 4 1
249 1 0 12 2
250 1 1 12 2
251 1 1 4 1
252 1 0 8 1
253 1 1 4 2
254 1 0 4 1
255 1 1 4 1
256 1 0 8 2
257 1 1 4 1
258 1 1 12 2
259 1 1 8 2
260 1 0 4 2
261 1 0 12 1
262 1 1 4 2
263 1 0 8 2
264 1 1 4 2
265 1 1 8 2
266 1 1 8 2
267 1 1 4 2
268 1 1 12 1
269 1 0 4 1
270 1 0 4 1
271 1 0 4 2
272 1 1 8 1
273 1 1 8 1
274 1 0 8 1
275 1 0 12 1
276 1 1 12 2
277 1 0 4 2
278 1 1 12 2
