trl_n curr_stim_level search nitems curr_target
1 1 0 4 2
2 1 0 4 1
3 1 0 12 1
4 1 0 4 1
5 1 1 4 1
6 1 1 8 2
7 1 1 4 2
8 1 0 12 2
9 1 0 12 2
10 1 1 8 2
11 1 0 12 2
12 1 0 8 2
13 1 1 8 2
14 1 1 12 1
15 1 0 8 2
16 1 1 12 2
17 1 1 12 1
18 1 1 4 1
19 1 1 8 1
20 1 1 4 1
21 1 0 12 1
22 1 1 8 2
23 1 0 12 2
24 1 0 4 2
25 1 1 4 1
26 1 0 8 2
27 1 0 4 1
28 1 1 4 2
29 1 0 12 1
30 1 0 12 2
31 1 1 8 1
32 1 1 12 1
33 1 1 8 1
34 1 1 12 1
35 1 1 8 2
36 1 1 8 1
37 1 0 4 2
38 1 0 4 2
39 1 1 4 1
40 1 1 4 2
41 1 1 8 2
42 1 0 4 2
43 1 0 12 2
44 1 1 12 2
45 1 1 12 1
46 1 0 4 1
47 1 0 4 1
48 1 0 12 2
49 1 0 12 2
50 1 1 8 1
51 1 0 8 1
52 1 1 12 1
53 1 0 4 2
54 1 1 12 2
55 1 1 8 2
56 1 1 4 2
57 1 1 12 1
58 1 1 12 2
59 1 1 8 1
60 1 0 4 2
61 1 1 4 1
62 1 1 12 1
63 1 0 8 1
64 1 0 12 1
65 1 0 12 1
66 1 1 12 2
67 1 1 12 2
68 1 0 8 1
69 1 0 4 1
70 1 1 8 1
71 1 0 8 2
72 1 1 4 2
73 1 0 12 1
74 1 0 4 1
75 1 1 12 2
76 1 0 4 2
77 1 1 8 1
78 1 1 8 2
79 1 1 4 2
80 1 0 12 2
81 1 1 4 2
82 1 0 8 2
83 1 0 8 1
84 1 1 12 1
85 1 0 8 1
86 1 0 12 2
87 1 1 8 2
88 1 0 4 2
89 1 0 12 1
90 1 1 12 1
91 1 1 4 1
92 1 0 4 1
93 1 0 12 1
94 1 0 4 2
95 1 0 8 2
96 1 1 4 1
97 1 1 8 1
98 1 1 8 1
99 1 1 4 2
100 1 0 4 1
101 1 0 8 2
102 1 0 4 1
103 1 1 8 2
104 1 0 8 1
105 1 0 8 1
106 1 1 12 2
107 1 0 8 2
108 1 0 8 1
109 1 1 4 2
110 1 1 12 2
111 1 1 4 1
112 1 0 12 1
113 1 0 8 1
114 1 0 12 1
115 1 0 8 2
116 1 1 4 1
117 1 0 8 2
118 1 1 12 2
119 1 0 8 1
120 1 1 4 2
121 2 0 4 1
122 2 0 4 1
123 2 1 8 1
124 2 1 4 2
125 2 0 8 1
126 2 0 4 1
127 2 0 4 1
128 2 1 4 2
129 2 0 4 1
130 2 1 12 2
131 2 1 4 1
132 2 1 4 1
133 2 0 12 1
134 2 1 4 2
135 2 0 8 2
136 2 0 8 2
137 2 1 8 1
138 2 1 12 1
139 2 1 12 2
140 2 1 4 2
141 2 0 12 1
142 2 0 12 1
143 2 1 8 2
144 2 0 12 2
145 2 0 4 1
146 2 0 12 2
147 2 1 12 2
148 2 1 8 2
149 2 0 4 2
150 2 1 4 1
151 2 1 12 1
152 2 1 12 1
153 2 0 12 2
154 2 0 8 2
155 2 1 8 2
156 2 0 4 2
157 2 1 12 2
158 2 0 8 1
159 2 1 12 1
160 2 1 8 1
161 2 1 12 2
162 2 1 8 2
163 2 0 12 2
164 2 1 4 1
165 2 1 12 1
166 2 1 4 1
167 2 1 8 2
168 2 1 8 1
169 2 1 4 1
170 2 0 8 2
171 2 1 8 2
172 2 0 12 1
173 2 1 4 1
174 2 1 8 2
175 2 1 12 2
176 2 1 12 2
177 2 0 4 2
178 2 1 12 2
