trl_n curr_stim_level search nitems curr_target
1 0 1 12 1
2 0 1 12 2
3 0 0 8 1
4 0 0 8 2
5 0 1 8 1
6 0 1 12 2
7 0 1 4 2
8 0 1 4 1
9 0 1 8 2
10 0 0 4 2
11 0 0 4 2
12 0 1 4 2
13 0 0 12 1
14 0 1 12 1
15 0 1 8 1
16 0 0 8 2
17 0 0 8 1
18 0 0 8 1
19 0 0 8 1
20 0 0 4 1
21 0 1 4 2
22 0 1 4 1
23 0 0 12 1
24 0 0 12 2
25 0 0 12 2
26 0 1 12 2
27 0 1 4 2
28 0 0 12 1
29 0 1 12 2
30 0 1 8 2
31 0 0 12 1
32 0 1 4 1
33 0 0 8 2
34 0 0 12 2
35 0 0 8 1
36 0 1 8 1
37 0 1 4 1
38 0 1 12 1
39 0 1 4 1
40 0 0 12 1
41 0 1 8 1
42 0 1 4 2
43 0 1 4 2
44 0 0 8 2
45 0 0 12 1
46 0 1 12 1
47 0 0 12 2
48 0 1 4 2
49 0 0 4 1
50 0 1 12 1
51 0 1 8 2
52 0 1 12 2
53 0 0 8 2
54 0 0 12 1
55 0 0 12 1
56 0 0 8 2
57 0 1 8 2
58 0 0 12 1
59 0 0 4 2
60 0 0 12 2
61 0 1 4 2
62 0 0 4 1
63 0 0 4 2
64 0 1 4 1
65 0 1 8 1
66 0 0 12 2
67 0 0 4 2
68 0 0 4 2
69 0 0 8 2
70 0 1 8 1
71 0 1 8 1
72 0 0 12 1
73 0 1 8 2
74 0 0 4 1
75 0 1 12 2
76 0 1 8 2
77 0 0 8 1
78 0 0 4 2
79 0 1 12 1
80 0 1 12 1
81 0 1 12 1
82 0 0 8 2
83 0 1 12 2
84 0 0 8 2
85 0 0 8 1
86 0 0 4 1
87 0 1 4 1
88 0 1 8 2
89 0 1 8 1
90 0 1 8 2
91 0 0 4 1
92 0 1 8 1
93 0 0 8 2
94 0 1 4 1
95 0 0 4 1
96 0 1 8 2
97 0 0 12 2
98 0 0 12 2
99 0 0 12 2
100 0 0 8 1
101 0 0 4 2
102 0 0 4 1
103 0 0 4 2
104 0 1 8 2
105 0 0 4 1
106 0 1 4 2
107 0 1 12 1
108 0 0 8 1
109 0 1 12 2
110 0 1 4 2
111 0 1 4 1
112 0 0 8 1
113 0 1 8 1
114 0 1 12 2
115 0 1 12 1
116 0 0 4 1
117 0 1 12 2
118 0 0 12 2
119 0 1 4 1
120 0 0 4 2
121 1 1 4 1
122 1 1 12 1
123 1 1 8 2
124 1 1 12 2
125 1 1 8 2
126 1 0 8 2
127 1 1 8 2
128 1 0 8 1
129 1 1 12 1
130 1 0 12 1
131 1 0 8 2
132 1 1 4 1
133 1 0 8 2
134 1 1 8 2
135 1 1 8 2
136 1 1 8 2
137 1 1 12 1
138 1 0 4 2
139 1 0 4 2
140 1 1 4 2
141 1 0 8 1
142 1 0 12 2
143 1 1 12 1
144 1 1 8 1
145 1 0 4 2
146 1 1 12 2
147 1 0 4 1
148 1 0 8 1
149 1 1 4 1
150 1 0 4 1
151 1 1 12 1
152 1 0 12 1
153 1 0 8 1
154 1 1 12 2
155 1 1 4 1
156 1 0 8 2
157 1 0 12 1
158 1 0 12 2
159 1 0 8 1
160 1 1 4 2
161 1 1 8 1
162 1 1 12 2
163 1 0 8 2
164 1 0 12 2
165 1 0 8 1
166 1 0 4 2
167 1 1 4 2
168 1 0 8 1
169 1 0 12 2
170 1 0 8 1
171 1 1 12 2
172 1 1 4 1
173 1 0 4 1
174 1 1 4 1
175 1 0 8 2
176 1 0 12 1
177 1 1 8 1
178 1 1 8 2
179 1 1 12 2
180 1 1 8 1
181 1 0 8 2
182 1 1 8 2
183 1 0 8 2
184 1 1 12 1
185 1 1 4 1
186 1 0 12 2
