trl_n curr_stim_level search nitems curr_target
1 0 1 8 1
2 0 1 12 2
3 0 1 8 2
4 0 0 12 2
5 0 1 4 2
6 0 1 8 2
7 0 0 4 2
8 0 0 4 2
9 0 0 12 2
10 0 0 8 2
11 0 0 12 1
12 0 0 4 1
13 0 1 8 2
14 0 1 12 2
15 0 0 12 1
16 0 1 4 1
17 0 1 4 1
18 0 0 4 1
19 0 1 4 1
20 0 0 8 2
21 0 0 8 2
22 0 0 8 2
23 0 0 12 2
24 0 1 8 1
25 0 1 12 2
26 0 0 8 2
27 0 0 8 1
28 0 1 4 2
29 0 0 8 1
30 0 1 4 2
31 0 1 4 2
32 0 1 8 1
33 0 0 4 1
34 0 1 4 1
35 0 0 12 2
36 0 0 8 1
37 0 1 12 1
38 0 0 12 1
39 0 1 12 2
40 0 1 4 2
41 0 1 8 2
42 0 0 4 2
43 0 1 12 1
44 0 1 8 1
45 0 0 4 1
46 0 0 8 1
47 0 1 12 1
48 0 1 12 2
49 0 0 8 1
50 0 0 4 1
51 0 0 12 1
52 0 1 12 1
53 0 0 8 1
54 0 0 12 1
55 0 0 8 1
56 0 1 8 2
57 0 1 8 1
58 0 0 12 2
59 0 1 8 1
60 0 1 12 1
61 0 1 4 2
62 0 0 12 2
63 0 1 8 1
64 0 0 4 1
65 0 1 8 1
66 0 1 12 1
67 0 1 12 2
68 0 1 8 1
69 0 0 4 1
70 0 0 4 2
71 0 0 4 2
72 0 1 8 2
73 0 0 4 1
74 0 1 4 2
75 0 0 12 2
76 0 0 4 2
77 0 0 8 2
78 0 1 4 1
79 0 1 8 2
80 0 0 4 2
81 0 1 12 1
82 0 0 12 2
83 0 1 12 2
84 0 0 12 1
85 0 0 4 2
86 0 1 4 1
87 0 0 8 2
88 0 1 4 2
89 0 1 12 2
90 0 0 8 2
91 0 1 4 2
92 0 1 8 2
93 0 0 4 1
94 0 0 8 2
95 0 0 4 1
96 0 0 8 1
97 0 1 8 2
98 0 1 8 1
99 0 1 12 2
100 0 0 4 2
101 0 0 8 2
102 0 0 12 1
103 0 1 12 1
104 0 0 8 1
105 0 1 4 1
106 0 1 8 2
107 0 0 12 2
108 0 1 4 1
109 0 1 4 1
110 0 1 12 1
111 0 1 12 2
112 0 0 8 1
113 0 0 12 1
114 0 0 12 1
115 0 0 12 1
116 0 0 12 2
117 0 1 4 1
118 0 1 4 2
119 0 0 4 2
120 0 1 12 1
121 2 0 4 1
122 2 0 4 2
123 2 0 4 1
124 2 1 4 1
125 2 0 8 2
126 2 1 8 2
127 2 1 12 1
128 2 0 12 2
129 2 0 8 1
130 2 1 12 1
131 2 1 4 1
132 2 0 4 1
133 2 0 4 1
134 2 1 8 1
135 2 0 4 2
136 2 0 12 1
137 2 1 8 2
138 2 0 8 1
139 2 1 8 2
140 2 1 8 2
141 2 0 8 2
142 2 0 4 2
143 2 0 12 2
144 2 1 4 1
145 2 1 12 2
146 2 1 4 1
147 2 0 12 1
148 2 0 4 2
149 2 1 4 1
150 2 1 4 2
151 2 1 12 1
152 2 1 4 1
153 2 1 8 1
154 2 1 12 2
155 2 1 4 1
156 2 1 12 2
157 2 0 12 2
158 2 0 4 2
159 2 1 12 2
160 2 1 12 2
161 2 0 12 2
162 2 0 8 2
163 2 1 4 2
164 2 1 8 2
165 2 0 12 2
166 2 0 4 1
167 2 1 4 1
168 2 0 12 1
169 2 1 12 2
170 2 1 12 1
171 2 1 8 1
172 2 1 4 2
173 2 0 12 2
174 2 0 4 1
175 2 0 12 1
176 2 1 8 2
177 2 1 12 2
178 2 0 8 1
179 2 1 12 2
180 2 1 12 1
181 2 0 4 2
182 2 0 8 2
183 2 1 4 2
184 2 1 12 1
185 2 1 8 2
186 2 0 8 2
187 2 0 4 2
188 2 0 4 2
189 2 1 12 1
190 2 1 4 2
191 2 0 4 1
192 2 0 8 1
193 2 1 12 1
194 2 0 12 1
195 2 0 4 1
196 2 0 12 1
197 2 0 8 1
198 2 1 4 2
199 2 1 12 1
200 2 1 8 2
201 2 0 12 1
202 2 1 8 2
203 2 0 4 1
204 2 1 4 2
205 2 1 8 1
206 2 0 8 1
207 2 0 12 1
208 2 0 12 2
209 2 1 4 2
210 2 0 12 1
211 2 0 12 1
212 2 1 12 1
213 2 0 12 2
214 2 0 8 1
215 2 1 4 1
216 2 0 8 1
217 2 0 8 2
218 2 1 4 1
219 2 1 12 2
220 2 0 8 2
221 2 0 8 1
222 2 1 8 2
223 2 1 8 1
224 2 0 8 2
225 2 0 12 2
226 2 0 8 2
227 2 0 12 2
228 2 0 4 1
229 2 1 4 2
230 2 0 8 2
231 2 0 4 2
232 2 1 8 1
233 2 1 8 1
234 2 1 8 1
235 2 1 12 2
236 2 1 8 1
237 2 1 4 2
238 2 0 4 2
239 2 0 8 1
240 2 1 8 1
241 1 0 4 1
242 1 0 4 1
243 1 0 12 2
244 1 0 12 2
245 1 0 12 1
246 1 0 12 2
247 1 1 4 2
248 1 0 8 1
249 1 1 8 1
250 1 1 12 1
251 1 1 12 2
252 1 1 8 2
253 1 0 4 2
254 1 1 4 2
255 1 1 4 1
256 1 0 8 1
257 1 1 4 1
258 1 0 12 1
259 1 0 4 1
260 1 0 4 2
261 1 1 4 1
262 1 1 12 1
263 1 1 4 2
264 1 0 12 1
265 1 1 12 1
266 1 0 8 1
267 1 0 12 2
268 1 0 8 1
269 1 1 8 2
270 1 0 12 2
271 1 1 4 2
272 1 1 12 1
273 1 1 8 1
274 1 1 4 1
275 1 1 4 2
276 1 1 8 1
277 1 0 4 1
278 1 0 4 2
279 1 1 4 1
280 1 0 8 2
281 1 0 12 2
282 1 0 12 2
283 1 1 8 2
284 1 0 4 1
285 1 1 8 1
286 1 1 8 2
287 1 1 8 1
288 1 1 4 1
289 1 0 12 1
290 1 0 4 1
291 1 1 4 2
292 1 1 12 1
293 1 1 12 1
294 1 1 12 1
295 1 1 12 2
296 1 0 12 2
297 1 1 12 2
298 1 1 8 2
299 1 1 8 1
300 1 0 4 1
301 1 1 12 2
302 1 0 12 1
303 1 1 8 2
304 1 0 12 1
305 1 1 8 2
306 1 0 4 1
307 1 0 4 2
308 1 0 8 2
309 1 1 4 2
310 1 0 4 2
311 1 0 4 1
312 1 0 8 2
313 1 1 12 1
314 1 1 8 2
315 1 1 8 2
316 1 0 12 2
317 1 0 12 1
318 1 0 8 2
319 1 1 12 2
320 1 1 4 1
321 1 0 12 1
322 1 1 8 2
323 1 1 12 1
324 1 0 8 2
325 1 0 4 2
326 1 1 4 1
327 1 1 8 1
328 1 1 12 2
329 1 0 8 1
330 1 1 4 2
331 1 0 8 1
332 1 1 8 1
333 1 1 8 1
334 1 0 8 1
335 1 0 12 1
336 1 1 4 1
337 1 1 12 2
338 1 0 8 1
339 1 1 12 2
340 1 1 12 2
341 1 0 8 2
342 1 0 8 2
343 1 1 4 2
344 1 0 12 1
345 1 1 12 1
346 1 0 8 1
347 1 0 8 2
