trl_n curr_stim_level search nitems curr_target
1 0 0 12 1
2 0 1 12 1
3 0 0 8 2
4 0 0 4 1
5 0 1 4 1
6 0 1 8 2
7 0 1 8 1
8 0 1 8 2
9 0 1 8 1
10 0 1 8 2
11 0 1 8 1
12 0 0 12 1
13 0 0 4 2
14 0 0 4 1
15 0 1 8 2
16 0 0 4 1
17 0 0 8 2
18 0 1 12 2
19 0 1 12 2
20 0 1 12 2
21 0 1 12 2
22 0 1 12 2
23 0 1 4 2
24 0 1 4 2
25 0 1 4 2
26 0 1 8 1
27 0 0 12 2
28 0 0 12 2
29 0 0 4 2
30 0 1 4 1
31 0 1 8 1
32 0 1 4 2
33 0 1 12 2
34 0 0 4 1
35 0 0 8 1
36 0 0 8 2
37 0 0 8 2
38 0 1 12 1
39 0 0 12 1
40 0 0 4 2
41 0 0 12 2
42 0 1 8 1
43 0 0 4 2
44 0 1 4 1
45 0 1 12 2
46 0 1 8 2
47 0 1 12 2
48 0 0 8 1
49 0 1 12 1
50 0 0 8 1
51 0 1 4 1
52 0 0 8 2
53 0 0 12 2
54 0 0 12 1
55 0 1 4 2
56 0 0 8 2
57 0 1 4 1
58 0 0 8 2
59 0 0 12 1
60 0 0 12 1
61 0 1 8 1
62 0 0 12 2
63 0 0 4 1
64 0 0 4 2
65 0 0 12 2
66 0 0 8 2
67 0 0 4 1
68 0 1 4 2
69 0 1 8 2
70 0 0 4 2
71 0 1 4 2
72 0 0 12 2
73 0 1 4 2
74 0 0 4 2
75 0 0 8 2
76 0 0 12 1
77 0 1 12 1
78 0 1 12 1
79 0 1 4 1
80 0 1 8 1
81 0 1 8 1
82 0 1 12 1
83 0 1 12 1
84 0 1 8 1
85 0 1 8 2
86 0 1 12 1
87 0 1 4 2
88 0 1 4 2
89 0 0 8 1
90 0 1 12 2
91 0 0 12 2
92 0 0 4 1
93 0 1 12 1
94 0 1 12 1
95 0 0 8 1
96 0 1 4 1
97 0 0 12 1
98 0 0 8 1
99 0 0 4 2
100 0 0 12 1
101 0 1 4 1
102 0 0 12 2
103 0 0 12 2
104 0 0 4 1
105 0 1 8 2
106 0 0 4 2
107 0 0 8 2
108 0 1 8 2
109 0 1 4 1
110 0 0 12 1
111 0 0 8 1
112 0 0 8 1
113 0 0 8 1
114 0 0 4 2
115 0 1 4 1
116 0 0 4 1
117 0 0 8 1
118 0 0 4 1
119 0 1 8 2
120 0 1 12 2
121 2 0 8 1
122 2 1 4 2
123 2 0 4 2
124 2 0 8 2
125 2 0 12 2
126 2 0 4 1
127 2 0 12 2
128 2 0 12 1
129 2 1 4 2
130 2 0 12 1
131 2 1 12 1
132 2 0 8 1
133 2 0 12 2
134 2 1 8 2
135 2 0 12 1
136 2 0 4 2
137 2 1 8 2
138 2 1 12 1
139 2 1 8 2
140 2 0 8 2
141 2 1 4 1
142 2 0 12 2
143 2 0 8 1
144 2 1 8 2
145 2 1 8 2
146 2 0 4 2
147 2 1 4 1
148 2 1 12 2
149 2 0 4 2
150 2 1 4 2
151 2 0 8 1
152 2 0 8 2
153 2 0 4 2
154 2 0 8 1
155 2 0 12 1
156 2 0 12 1
157 2 1 8 1
158 2 1 12 1
159 2 1 4 1
160 2 0 4 1
161 2 0 12 1
162 2 1 4 1
163 2 0 4 1
164 2 0 4 1
165 2 1 4 2
