trl_n curr_stim_level search nitems curr_target
1 3 1 8 2
2 3 0 12 2
3 3 1 4 1
4 3 1 12 2
5 3 1 4 1
6 3 1 8 1
7 3 1 12 2
8 3 0 8 1
9 3 1 8 2
10 3 0 4 2
11 3 0 4 1
12 3 1 4 2
13 3 0 8 1
14 3 1 12 2
15 3 1 4 2
16 3 0 4 1
17 3 0 4 2
18 3 0 12 1
19 3 1 8 1
20 3 1 12 2
21 3 1 8 1
22 3 0 12 2
23 3 0 8 1
24 3 1 8 2
25 3 1 8 1
26 3 0 12 2
27 3 1 12 1
28 3 1 4 1
29 3 1 8 1
30 3 0 4 1
31 3 0 4 1
32 3 0 12 2
33 3 1 8 2
34 3 1 4 1
35 3 1 12 2
36 3 0 8 1
37 3 0 12 1
38 3 0 8 2
39 3 1 4 2
40 3 0 4 2
41 3 1 4 2
42 3 1 8 1
43 3 1 12 2
44 3 1 4 1
45 3 0 8 2
46 3 0 4 1
47 3 0 12 2
48 3 0 12 1
49 3 1 12 1
50 3 1 4 2
51 3 1 4 2
52 3 1 8 2
53 3 1 8 2
54 3 1 4 1
55 3 0 8 1
56 3 0 12 1
57 3 1 8 2
58 3 0 8 2
59 3 1 4 2
60 3 1 4 1
61 3 1 8 1
62 3 0 12 1
63 3 0 12 2
64 3 1 4 2
65 3 0 8 2
66 3 1 4 1
67 3 1 4 2
68 3 1 4 1
69 3 0 8 2
70 3 1 4 1
71 3 0 8 1
72 3 1 12 1
73 3 0 8 1
74 3 0 4 2
75 3 0 8 2
76 3 0 8 2
77 3 1 8 2
78 3 1 8 1
79 3 0 4 1
80 3 0 12 1
81 3 0 4 1
82 3 1 12 1
83 3 0 4 2
84 3 1 12 1
85 3 1 12 1
86 3 0 4 1
87 3 1 8 2
88 3 1 12 1
89 3 1 12 2
90 3 1 12 2
91 3 1 12 1
92 3 1 12 2
93 3 1 8 1
94 3 0 12 1
95 3 0 8 1
96 3 0 4 2
97 3 0 8 2
98 3 0 4 2
99 3 0 4 2
100 3 1 12 2
101 3 0 12 1
102 3 0 4 1
103 3 1 8 1
104 3 0 8 1
105 3 0 4 2
106 3 0 12 2
107 3 0 12 1
108 3 0 12 2
109 3 0 8 2
110 3 0 12 1
111 3 0 4 1
112 3 0 4 2
113 3 1 12 1
114 3 0 12 2
115 3 1 12 1
116 3 0 8 1
117 3 0 12 2
118 3 0 8 2
119 3 1 4 2
120 3 1 8 2
121 2 0 12 2
122 2 1 8 2
123 2 1 12 2
124 2 0 12 2
125 2 1 12 1
126 2 0 8 1
127 2 1 4 2
128 2 1 8 1
129 2 0 4 1
130 2 0 12 1
131 2 1 4 1
132 2 0 12 1
133 2 0 4 1
134 2 1 12 2
135 2 0 8 2
136 2 1 8 2
137 2 0 4 2
138 2 0 12 1
139 2 0 12 2
140 2 0 8 2
141 2 0 8 2
142 2 1 8 1
143 2 0 8 1
144 2 0 8 2
145 2 0 4 1
146 2 0 12 1
147 2 1 8 2
148 2 1 12 1
149 2 1 4 1
150 2 0 4 1
151 2 1 4 1
152 2 1 4 1
153 2 1 4 1
154 2 0 4 2
155 2 0 12 1
156 2 1 12 2
157 2 1 12 2
158 2 1 8 2
159 2 1 8 2
160 2 0 4 2
161 2 1 4 1
162 2 0 4 1
163 2 1 8 1
164 2 0 4 2
165 2 1 8 1
166 2 0 4 1
167 2 0 4 2
168 2 1 8 2
169 2 0 8 2
170 2 1 12 2
171 2 1 4 1
172 2 0 4 1
173 2 0 8 2
174 2 1 8 1
175 2 1 8 2
176 2 1 12 2
177 2 0 12 2
178 2 1 12 1
179 2 0 12 1
180 2 0 8 2
181 2 1 4 2
182 2 1 4 2
183 2 1 4 2
184 2 0 12 2
185 2 1 4 1
186 2 1 12 2
187 2 1 8 1
188 2 0 12 1
189 2 0 8 1
190 2 0 12 1
191 2 0 4 2
192 2 0 8 1
193 2 0 12 1
194 2 1 12 1
195 2 0 8 2
196 2 1 8 2
197 2 1 12 1
198 2 1 8 1
199 2 1 4 2
200 2 0 12 1
201 2 1 4 2
202 2 1 8 2
203 2 0 8 1
204 2 0 12 2
205 2 1 4 1
206 2 0 12 2
207 2 1 8 2
208 2 0 8 2
209 2 0 8 1
210 2 0 12 2
211 2 0 4 1
212 2 0 4 2
213 2 0 8 1
214 2 1 12 2
215 2 0 8 1
216 2 1 12 1
217 2 0 12 2
218 2 0 8 2
219 2 0 4 2
220 2 1 12 1
221 2 1 12 1
222 2 1 8 1
223 2 0 4 1
224 2 0 8 1
225 2 0 4 1
226 2 1 12 2
227 2 1 12 1
228 2 1 8 1
229 2 1 4 1
230 2 0 8 1
231 2 1 8 1
232 2 1 4 2
233 2 0 4 2
234 2 1 4 2
235 2 1 4 2
236 2 1 12 1
237 2 1 12 2
238 2 0 4 2
239 2 1 4 2
240 2 0 12 2
241 1 0 12 2
242 1 1 12 1
243 1 0 4 2
244 1 1 12 2
245 1 1 12 2
246 1 1 4 2
247 1 0 12 1
248 1 1 8 1
249 1 0 4 1
250 1 0 12 2
251 1 0 8 2
252 1 0 4 2
253 1 1 8 1
254 1 0 12 1
255 1 1 12 2
256 1 1 8 2
257 1 0 8 2
258 1 0 12 1
259 1 0 8 2
260 1 1 4 1
261 1 1 8 2
262 1 1 8 1
263 1 1 12 2
264 1 0 12 1
265 1 0 8 2
266 1 1 8 2
267 1 0 4 2
268 1 1 12 1
269 1 0 8 2
270 1 1 12 1
271 1 1 8 2
272 1 1 4 1
273 1 0 8 2
274 1 0 8 1
275 1 1 12 1
276 1 1 4 2
277 1 1 8 2
278 1 1 12 1
279 1 1 8 2
280 1 0 12 1
281 1 0 4 1
282 1 0 12 2
283 1 0 8 1
284 1 0 4 1
285 1 1 12 2
286 1 1 8 1
287 1 0 12 2
288 1 1 4 1
289 1 1 4 1
290 1 1 4 2
291 1 0 4 2
292 1 0 4 1
293 1 0 4 2
294 1 0 4 1
295 1 1 8 2
296 1 1 12 2
297 1 1 8 1
298 1 0 12 2
299 1 1 4 1
300 1 0 8 1
301 1 1 8 1
302 1 1 12 1
303 1 0 8 2
304 1 1 4 1
305 1 1 4 1
306 1 1 12 1
307 1 0 12 2
308 1 1 12 2
309 1 0 4 1
310 1 1 12 2
311 1 0 4 1
312 1 1 8 1
313 1 0 12 2
314 1 0 4 2
315 1 0 4 1
316 1 0 8 2
317 1 0 8 1
318 1 1 8 2
319 1 0 8 1
320 1 0 12 1
321 1 0 4 2
322 1 0 12 1
323 1 0 12 2
324 1 1 4 2
325 1 0 12 1
326 1 1 8 1
327 1 0 8 1
328 1 0 8 2
329 1 0 8 1
330 1 1 4 1
331 1 1 4 2
332 1 1 12 1
333 1 1 8 1
334 1 1 12 1
335 1 1 4 1
336 1 0 8 1
337 1 0 4 2
338 1 0 4 1
339 1 1 12 1
340 1 1 12 2
341 1 0 8 1
342 1 0 12 1
343 1 1 8 1
344 1 1 4 2
345 1 1 8 2
346 1 0 4 2
347 1 0 4 1
348 1 1 4 2
349 1 0 12 2
350 1 1 4 2
351 1 0 4 2
352 1 0 12 2
353 1 1 4 2
354 1 1 12 2
355 1 0 8 1
356 1 1 4 1
357 1 0 12 1
358 1 1 4 2
359 1 0 8 2
360 1 1 8 2
361 0 1 12 2
362 0 1 8 2
363 0 0 12 1
364 0 1 4 1
365 0 1 8 2
366 0 0 12 1
367 0 0 8 2
368 0 0 12 1
369 0 0 4 1
370 0 1 12 2
371 0 1 8 2
372 0 0 8 2
373 0 1 8 1
374 0 1 8 2
375 0 0 12 1
376 0 1 4 2
377 0 1 4 1
378 0 1 4 1
379 0 0 8 1
380 0 1 4 1
381 0 0 4 1
382 0 1 8 2
383 0 0 4 2
384 0 1 8 2
385 0 0 12 1
386 0 1 8 1
387 0 1 8 1
388 0 0 4 2
389 0 1 12 1
390 0 0 12 1
391 0 0 12 1
392 0 0 12 2
393 0 0 8 2
394 0 0 4 2
395 0 0 12 2
396 0 1 4 2
397 0 0 4 1
398 0 1 12 2
399 0 1 4 2
400 0 0 4 2
401 0 1 4 2
402 0 1 8 2
403 0 1 4 1
404 0 0 12 2
405 0 0 8 1
406 0 0 12 2
407 0 1 12 2
408 0 1 12 1
409 0 0 4 1
410 0 0 12 2
411 0 1 8 1
412 0 1 4 1
413 0 1 12 1
414 0 1 4 2
415 0 0 4 1
416 0 0 8 2
417 0 0 12 2
418 0 1 12 2
419 0 0 8 1
420 0 0 8 2
421 0 1 8 1
422 0 0 4 1
423 0 1 4 2
424 0 1 8 1
425 0 1 4 1
426 0 1 12 1
427 0 1 12 1
428 0 1 12 1
429 0 0 8 1
430 0 1 8 2
431 0 1 4 2
432 0 1 4 1
433 0 0 12 2
434 0 0 8 2
435 0 0 8 1
436 0 0 8 1
437 0 0 4 2
438 0 0 8 2
439 0 1 4 1
440 0 1 8 2
441 0 1 8 1
442 0 1 8 1
443 0 0 12 1
444 0 1 12 2
445 0 1 4 2
446 0 1 8 1
447 0 0 12 2
448 0 1 12 2
449 0 0 12 1
450 0 0 12 1
451 0 0 4 2
452 0 0 4 1
453 0 0 8 1
454 0 0 4 1
455 0 0 4 2
456 0 0 4 2
457 0 0 8 1
458 0 1 12 2
459 0 0 8 1
460 0 1 8 1
461 0 0 8 2
462 0 1 8 2
463 0 1 12 1
464 0 0 4 2
465 0 0 8 1
466 0 1 12 1
467 0 0 8 2
468 0 1 12 1
469 0 1 4 2
470 0 0 8 2
471 0 0 4 1
472 0 0 4 1
473 0 1 12 2
474 0 0 4 2
475 0 1 4 1
476 0 1 12 2
477 0 0 12 2
478 0 1 12 1
479 0 1 4 2
480 0 0 12 2
