trl_n curr_stim_level search nitems curr_target
1 0 0 8 2
2 0 1 12 1
3 0 1 4 1
4 0 1 4 1
5 0 1 12 1
6 0 1 4 2
7 0 1 8 2
8 0 1 12 1
9 0 1 8 1
10 0 1 4 1
11 0 1 8 1
12 0 1 12 2
13 0 0 4 1
14 0 1 8 2
15 0 1 12 1
16 0 1 4 1
17 0 1 4 2
18 0 1 8 2
19 0 0 12 1
20 0 1 4 1
21 0 0 8 1
22 0 1 8 2
23 0 1 8 1
24 0 1 12 2
25 0 1 4 2
26 0 0 4 2
27 0 1 12 2
28 0 0 4 2
29 0 0 12 2
30 0 1 4 2
31 0 1 12 2
32 0 1 8 1
33 0 0 8 2
34 0 0 8 2
35 0 1 4 2
36 0 1 12 1
37 0 0 8 1
38 0 0 12 2
39 0 0 8 1
40 0 0 12 2
41 0 1 4 1
42 0 1 8 1
43 0 0 8 1
44 0 1 4 2
45 0 1 8 1
46 0 0 12 2
47 0 0 4 2
48 0 0 12 2
49 0 0 12 1
50 0 1 8 2
51 0 0 4 2
52 0 0 12 1
53 0 1 8 2
54 0 0 8 2
55 0 0 12 1
56 0 1 12 1
57 0 1 4 1
58 0 0 12 2
59 0 0 8 1
60 0 1 8 2
61 0 0 4 1
62 0 0 4 1
63 0 1 12 2
64 0 0 4 2
65 0 0 8 1
66 0 0 12 1
67 0 1 4 1
68 0 0 8 2
69 0 1 4 1
70 0 0 4 1
71 0 1 8 2
72 0 1 4 2
73 0 0 12 2
74 0 0 12 1
75 0 1 12 2
76 0 0 4 2
77 0 1 4 2
78 0 0 4 2
79 0 1 12 1
80 0 0 12 1
81 0 0 4 1
82 0 0 12 1
83 0 0 8 2
84 0 1 12 2
85 0 1 8 1
86 0 0 4 1
87 0 0 8 2
88 0 1 12 2
89 0 1 8 1
90 0 0 4 1
91 0 1 4 1
92 0 1 12 1
93 0 1 4 2
94 0 0 8 2
95 0 0 4 2
96 0 1 12 2
97 0 1 12 1
98 0 0 8 1
99 0 1 8 2
100 0 0 8 2
101 0 1 8 1
102 0 0 4 1
103 0 0 12 1
104 0 0 12 2
105 0 0 8 1
106 0 0 12 1
107 0 1 4 2
108 0 1 12 2
109 0 1 12 1
110 0 1 8 2
111 0 0 4 1
112 0 0 12 2
113 0 0 8 1
114 0 0 4 1
115 0 0 12 2
116 0 0 8 2
117 0 0 8 1
118 0 0 4 2
119 0 1 8 1
120 0 0 4 2
121 1 1 12 1
122 1 1 4 2
123 1 1 4 2
124 1 0 12 2
125 1 1 12 2
126 1 0 4 2
127 1 0 12 1
128 1 0 12 2
129 1 0 12 1
130 1 0 8 2
131 1 1 8 1
132 1 0 8 2
133 1 0 8 2
134 1 0 8 1
135 1 0 8 1
136 1 0 8 2
137 1 0 8 1
138 1 1 8 1
139 1 1 4 2
140 1 1 4 1
141 1 1 4 2
142 1 0 4 2
143 1 0 12 1
144 1 0 4 2
145 1 0 12 1
146 1 0 4 1
147 1 1 4 1
148 1 0 8 2
149 1 1 12 2
150 1 1 8 2
151 1 1 12 1
152 1 1 4 2
153 1 1 8 2
154 1 0 4 2
155 1 1 4 2
156 1 0 8 2
157 1 1 12 1
158 1 0 4 2
159 1 0 4 2
160 1 1 8 1
161 1 1 8 1
162 1 1 12 2
163 1 0 12 2
164 1 1 12 1
165 1 0 4 1
166 1 1 12 2
167 1 0 8 2
168 1 1 4 1
169 1 1 8 1
170 1 0 12 1
171 1 0 8 1
172 1 1 8 2
173 1 1 8 1
174 1 1 4 1
175 1 0 4 2
176 1 1 4 1
177 1 1 8 2
178 1 1 4 1
179 1 0 12 1
180 1 0 4 1
181 1 1 12 1
182 1 0 8 1
183 1 0 4 1
184 1 0 12 2
185 1 1 8 1
186 1 0 12 2
187 1 0 4 1
188 1 0 12 1
189 1 1 8 2
190 1 1 12 1
191 1 1 12 1
192 1 1 8 1
193 1 0 12 1
194 1 0 8 1
195 1 0 4 1
196 1 0 12 2
197 1 1 4 1
198 1 0 8 1
199 1 0 4 1
200 1 0 8 2
201 1 1 12 2
202 1 0 8 2
203 1 0 4 2
204 1 1 4 1
205 1 1 8 1
206 1 1 8 2
207 1 0 8 1
208 1 0 12 2
209 1 0 8 2
210 1 1 4 2
211 1 1 4 2
212 1 0 4 2
213 1 0 8 1
214 1 1 8 2
215 1 0 4 2
216 1 0 8 1
217 1 1 4 1
218 1 1 4 2
219 1 1 8 1
220 1 1 12 1
221 1 1 12 1
222 1 1 12 2
223 1 0 4 1
224 1 0 4 1
225 1 1 12 1
226 1 0 12 2
227 1 0 12 1
228 1 1 12 2
229 1 1 8 2
230 1 1 12 2
231 1 0 12 2
232 1 0 12 1
233 1 1 12 2
234 1 0 4 1
235 1 1 8 2
236 1 1 4 1
237 1 1 8 2
238 1 0 12 2
239 1 1 4 2
240 1 1 12 2
241 3 1 12 1
242 3 0 4 2
243 3 0 4 1
244 3 1 8 1
245 3 0 4 2
246 3 0 4 2
247 3 0 12 1
248 3 1 4 1
249 3 0 12 2
250 3 1 12 1
251 3 0 4 2
252 3 1 4 2
253 3 1 4 1
254 3 0 12 1
255 3 0 8 2
256 3 0 8 2
257 3 0 4 2
258 3 0 12 1
259 3 1 12 1
260 3 0 8 1
261 3 0 8 2
262 3 0 4 1
263 3 1 12 1
264 3 1 8 2
265 3 1 4 1
266 3 0 12 2
267 3 1 4 2
268 3 0 8 1
269 3 0 12 2
270 3 1 8 1
271 3 0 4 1
272 3 0 12 2
273 3 0 12 1
274 3 0 8 2
275 3 1 12 2
276 3 1 4 2
277 3 1 12 2
278 3 1 8 1
279 3 1 8 2
280 3 0 8 1
281 3 1 12 2
282 3 0 12 2
283 3 0 12 1
284 3 0 8 1
285 3 1 8 1
286 3 0 8 2
287 3 1 8 2
288 3 1 8 2
289 3 0 4 2
290 3 1 8 2
291 3 0 8 1
292 3 1 4 1
293 3 0 8 2
294 3 0 12 2
295 3 0 4 1
296 3 0 4 2
297 3 0 8 2
298 3 0 12 2
299 3 0 12 1
300 3 1 8 2
301 3 0 8 1
302 3 1 12 2
303 3 0 4 1
304 3 0 4 2
305 3 1 4 2
306 3 1 4 2
307 3 0 4 2
308 3 0 12 2
309 3 0 12 1
310 3 1 12 1
311 3 1 12 1
312 3 0 4 1
313 3 1 12 1
314 3 1 12 1
315 3 0 12 2
316 3 1 4 1
317 3 0 8 1
318 3 1 8 1
319 3 0 4 1
320 3 1 8 2
321 3 0 12 1
322 3 1 8 1
323 3 1 12 2
324 3 0 4 1
325 3 1 4 2
326 3 0 8 2
327 3 1 8 1
328 3 0 8 2
329 3 1 8 1
330 3 0 8 1
331 3 1 4 2
332 3 1 12 2
333 3 1 12 1
334 3 0 8 2
335 3 1 12 2
336 3 0 12 1
337 3 1 8 1
338 3 1 4 2
339 3 0 12 1
340 3 1 4 1
341 3 0 4 2
342 3 1 4 1
343 3 1 12 2
344 3 1 8 2
345 3 1 8 2
346 3 1 4 1
347 3 1 12 2
348 3 1 12 2
349 3 1 8 1
350 3 0 4 1
351 3 1 4 2
352 3 1 4 2
353 3 0 12 2
354 3 1 4 1
355 3 0 4 1
356 3 0 8 1
357 3 0 8 1
358 3 1 4 1
359 3 1 12 1
360 3 1 8 2
361 2 0 12 2
362 2 1 4 1
363 2 0 12 1
364 2 0 8 1
365 2 1 8 1
366 2 1 4 2
367 2 0 4 1
368 2 0 12 2
369 2 1 4 2
370 2 1 12 1
371 2 1 4 1
372 2 1 12 2
373 2 0 8 1
374 2 1 12 2
375 2 0 8 1
376 2 0 4 2
377 2 1 12 2
378 2 1 8 2
379 2 0 12 1
380 2 0 12 1
381 2 0 12 1
382 2 1 12 2
383 2 0 8 1
384 2 1 4 1
385 2 0 4 1
386 2 0 4 1
387 2 1 12 1
388 2 0 8 2
389 2 0 4 2
390 2 0 8 1
391 2 1 4 1
392 2 0 4 2
393 2 0 12 2
394 2 0 8 2
395 2 0 4 2
396 2 1 4 2
397 2 0 4 2
398 2 1 12 2
399 2 1 8 2
400 2 1 8 2
401 2 0 4 1
402 2 1 4 2
403 2 0 12 1
404 2 1 4 1
405 2 1 12 1
406 2 1 8 2
407 2 1 8 1
408 2 1 8 2
409 2 1 12 1
410 2 1 12 1
411 2 0 8 1
412 2 0 8 2
413 2 1 12 1
414 2 0 4 1
415 2 0 8 2
416 2 1 12 2
417 2 0 12 2
418 2 0 4 1
419 2 1 8 2
420 2 1 12 1
421 2 1 8 1
422 2 0 12 1
423 2 1 4 1
424 2 0 12 2
425 2 1 4 2
426 2 1 12 2
427 2 0 8 2
428 2 1 4 1
429 2 0 12 2
430 2 0 12 2
431 2 0 8 1
432 2 0 8 1
433 2 0 8 1
434 2 0 12 1
435 2 0 4 2
436 2 0 8 2
437 2 1 4 2
438 2 1 4 2
439 2 0 4 1
440 2 1 12 2
441 2 1 12 2
