trl_n curr_stim_level search nitems curr_target
1 1 1 4 2
2 1 1 12 2
3 1 1 12 2
4 1 1 8 1
5 1 1 12 2
6 1 1 4 1
7 1 1 12 2
8 1 0 12 1
9 1 1 12 2
10 1 1 8 2
11 1 1 4 2
12 1 0 4 1
13 1 0 8 1
14 1 1 8 1
15 1 1 8 1
16 1 0 12 1
17 1 1 8 2
18 1 1 8 1
19 1 0 8 1
20 1 0 12 1
21 1 0 8 1
22 1 1 8 1
23 1 1 8 2
24 1 1 12 1
25 1 1 12 1
26 1 1 4 2
27 1 1 4 1
28 1 1 4 2
29 1 0 12 2
30 1 0 4 2
31 1 1 12 1
32 1 1 8 2
33 1 1 12 1
34 1 1 8 1
35 1 0 4 1
36 1 0 12 1
37 1 1 8 2
38 1 0 12 1
39 1 0 4 2
40 1 1 8 2
41 1 1 4 2
42 1 1 4 1
43 1 0 4 1
44 1 0 12 1
45 1 1 8 1
46 1 0 4 1
47 1 1 8 2
48 1 0 4 2
49 1 0 12 2
50 1 1 8 2
51 1 0 8 2
52 1 0 4 1
53 1 0 12 1
54 1 0 12 1
55 1 0 4 1
56 1 1 12 2
57 1 1 4 1
58 1 1 4 1
59 1 0 8 2
60 1 1 12 1
61 1 0 4 2
62 1 1 8 1
63 1 1 12 1
64 1 1 4 2
65 1 1 4 1
66 1 1 12 2
67 1 0 4 2
68 1 1 8 1
69 1 0 4 2
70 1 1 4 1
71 1 0 8 1
72 1 0 8 2
73 1 1 12 1
74 1 0 8 1
75 1 0 4 1
76 1 0 4 2
77 1 0 8 2
78 1 0 12 1
79 1 1 4 2
80 1 0 8 2
81 1 0 8 2
82 1 1 4 2
83 1 1 12 2
84 1 0 12 2
85 1 0 12 2
86 1 0 8 1
87 1 1 12 1
88 1 1 12 2
89 1 1 4 1
90 1 1 8 2
91 1 1 12 2
92 1 0 12 2
93 1 0 12 2
94 1 0 12 1
95 1 0 8 1
96 1 0 8 2
97 1 0 4 1
98 1 0 8 1
99 1 1 8 1
100 1 1 4 1
101 1 0 4 1
102 1 0 8 2
103 1 0 8 2
104 1 0 4 2
105 1 0 12 2
106 1 1 12 1
107 1 1 4 2
108 1 0 8 2
109 1 1 8 2
110 1 1 4 2
111 1 0 4 2
112 1 0 8 1
113 1 1 4 1
114 1 1 12 1
115 1 0 8 1
116 1 0 4 2
117 1 0 12 2
118 1 0 12 2
119 1 0 4 1
120 1 0 12 2
121 3 1 12 1
122 3 1 8 1
123 3 1 12 2
124 3 1 8 2
125 3 0 4 2
126 3 0 12 1
127 3 0 8 1
128 3 0 4 2
129 3 1 8 1
130 3 0 8 1
131 3 1 8 2
132 3 1 12 2
133 3 1 8 1
134 3 0 8 2
135 3 1 4 2
136 3 1 8 1
137 3 0 12 2
138 3 1 4 2
139 3 1 8 2
140 3 0 4 1
141 3 0 12 1
142 3 0 12 1
143 3 0 12 2
144 3 0 12 2
145 3 1 8 2
146 3 1 12 1
147 3 1 8 2
148 3 0 4 2
149 3 0 4 1
150 3 1 8 1
151 3 1 8 1
152 3 0 4 1
153 3 0 8 2
154 3 0 12 2
155 3 0 12 2
156 3 1 12 2
157 3 1 12 1
158 3 0 8 2
159 3 0 8 2
160 3 1 8 2
161 3 0 12 2
162 3 0 8 1
163 3 1 4 2
164 3 1 8 1
165 3 1 4 1
166 3 0 12 1
167 3 1 4 1
168 3 0 4 1
169 3 1 4 2
170 3 1 4 2
171 3 0 4 2
172 3 1 8 1
173 3 0 12 1
174 3 0 12 1
175 3 1 4 1
176 3 0 8 1
177 3 0 8 2
178 3 1 4 2
179 3 1 8 1
180 3 0 4 2
181 3 0 8 2
182 3 0 4 1
183 3 0 4 1
184 3 1 4 1
185 3 0 8 1
186 3 0 12 2
187 3 1 12 1
188 3 1 4 1
189 3 1 8 1
190 3 1 12 2
191 3 0 8 2
192 3 0 12 1
193 3 0 8 1
194 3 1 12 2
195 3 1 12 1
196 3 1 4 1
197 3 0 8 2
198 3 0 4 2
199 3 1 12 2
200 3 0 8 1
201 3 0 12 1
202 3 0 8 2
203 3 1 12 1
204 3 1 4 1
205 3 1 12 1
206 3 1 4 2
207 3 1 4 2
208 3 1 8 2
209 3 0 4 2
210 3 0 12 1
211 3 1 4 2
212 3 1 8 2
213 3 1 12 2
214 3 0 4 2
215 3 1 4 1
216 3 0 12 2
217 3 1 12 1
218 3 0 8 1
219 3 1 8 2
220 3 0 4 2
221 3 1 12 1
222 3 1 4 2
223 3 0 4 1
224 3 1 12 2
225 3 0 12 1
226 3 0 8 1
227 3 1 4 1
228 3 1 12 2
229 3 1 12 2
230 3 1 8 2
231 3 0 8 2
232 3 0 4 1
233 3 0 12 2
234 3 1 4 1
235 3 0 4 1
236 3 0 4 2
237 3 0 8 1
238 3 0 12 2
239 3 1 12 1
240 3 0 4 1
241 2 1 8 2
242 2 0 8 1
243 2 0 4 2
244 2 0 8 2
245 2 0 8 1
246 2 0 4 1
247 2 0 4 1
248 2 1 12 1
249 2 0 12 1
250 2 1 8 1
251 2 0 8 2
252 2 1 8 2
253 2 0 8 1
254 2 1 12 2
255 2 0 4 2
256 2 1 4 1
257 2 0 4 2
258 2 1 12 2
259 2 1 8 1
260 2 0 4 1
261 2 0 8 1
262 2 0 4 1
263 2 0 4 2
264 2 1 4 1
265 2 1 12 2
266 2 1 8 1
267 2 1 12 1
268 2 0 4 2
269 2 0 12 1
270 2 1 12 2
271 2 1 8 2
272 2 0 4 1
273 2 1 12 2
274 2 1 4 1
275 2 1 12 2
276 2 1 12 1
277 2 1 12 2
278 2 1 12 1
279 2 0 4 1
280 2 1 4 2
281 2 1 8 2
282 2 0 4 1
283 2 1 12 2
284 2 1 4 1
285 2 1 12 1
286 2 0 12 2
287 2 1 8 2
288 2 0 4 2
289 2 0 12 2
290 2 0 8 2
291 2 0 12 2
292 2 1 8 1
293 2 1 8 1
294 2 0 12 2
295 2 0 12 1
296 2 1 4 1
297 2 0 4 2
298 2 0 8 2
299 2 0 8 2
300 2 0 12 2
301 2 1 8 2
302 2 0 8 1
303 2 0 12 1
304 2 0 8 1
305 2 1 4 2
306 2 0 4 2
307 2 0 4 2
308 2 0 12 2
309 2 1 8 1
310 2 0 8 2
311 2 0 8 1
312 2 0 12 1
313 2 1 8 2
314 2 1 12 1
315 2 1 8 1
316 2 0 8 2
317 2 1 4 2
318 2 0 8 2
319 2 1 8 2
320 2 1 8 1
321 2 1 4 1
322 2 0 12 2
323 2 0 12 1
324 2 0 4 1
325 2 0 12 1
326 2 0 8 1
327 2 0 12 2
328 2 1 12 1
329 2 1 4 2
330 2 0 8 2
331 2 0 4 2
332 2 0 4 1
333 2 0 12 1
334 2 1 8 2
335 2 1 4 2
336 2 1 4 2
337 2 1 4 1
338 2 1 8 1
339 2 1 4 2
340 2 1 4 1
341 2 0 8 1
342 2 1 8 1
343 2 1 4 2
344 2 1 12 2
345 2 0 12 2
346 2 1 12 2
347 2 1 12 1
348 2 0 8 1
349 2 1 4 1
350 2 0 8 2
351 2 1 4 1
352 2 1 4 2
353 2 1 4 2
354 2 0 12 1
355 2 1 8 2
356 2 0 12 1
357 2 1 12 1
358 2 1 12 1
359 2 0 12 2
360 2 0 4 1
361 0 1 12 1
362 0 0 8 2
363 0 0 8 1
364 0 1 8 1
365 0 1 8 2
366 0 1 8 2
367 0 1 8 1
368 0 1 4 1
369 0 1 8 1
370 0 0 12 1
371 0 1 8 2
372 0 1 4 1
373 0 0 4 2
374 0 1 8 2
375 0 0 4 1
376 0 0 8 1
377 0 1 12 1
378 0 0 4 1
379 0 0 8 1
380 0 1 12 1
381 0 1 8 1
382 0 1 4 1
383 0 1 4 1
384 0 1 4 2
385 0 1 4 1
386 0 1 4 1
387 0 0 8 1
388 0 0 12 1
389 0 1 12 2
390 0 0 4 1
391 0 0 12 2
392 0 1 4 2
393 0 0 4 2
394 0 0 8 2
395 0 0 8 2
396 0 0 12 1
397 0 0 8 1
398 0 1 4 1
399 0 1 8 1
400 0 0 12 1
401 0 0 8 2
402 0 1 8 2
403 0 0 8 2
404 0 1 12 1
405 0 1 12 1
406 0 1 4 1
407 0 0 12 2
408 0 0 12 2
409 0 0 12 2
410 0 1 12 2
411 0 0 8 2
412 0 0 4 1
413 0 1 4 2
414 0 0 12 1
415 0 1 4 2
416 0 0 12 2
417 0 0 12 1
418 0 1 12 1
419 0 1 4 2
420 0 1 12 2
421 0 0 4 1
422 0 0 12 2
423 0 0 4 2
424 0 1 8 2
425 0 1 4 2
426 0 0 12 2
427 0 1 8 2
428 0 1 8 2
429 0 1 12 1
430 0 0 8 1
431 0 0 4 1
432 0 1 4 1
433 0 0 12 1
434 0 1 8 1
435 0 0 4 2
436 0 0 4 2
437 0 0 8 2
438 0 0 8 1
439 0 1 8 1
440 0 1 12 2
441 0 0 12 1
442 0 1 8 1
443 0 0 4 2
444 0 0 4 2
445 0 1 12 2
446 0 0 12 2
447 0 0 4 2
448 0 1 12 2
449 0 0 8 2
450 0 0 4 2
451 0 0 12 1
452 0 1 8 2
453 0 0 8 1
454 0 1 12 1
455 0 1 4 2
456 0 1 12 2
457 0 1 12 1
458 0 0 4 1
459 0 1 12 1
460 0 0 4 1
461 0 0 8 1
462 0 0 4 1
463 0 1 8 2
464 0 1 12 2
465 0 0 8 2
466 0 0 12 2
467 0 1 12 2
468 0 1 12 2
469 0 0 12 2
470 0 0 8 1
471 0 1 4 1
472 0 1 4 2
473 0 1 8 1
474 0 1 4 2
475 0 0 4 1
476 0 0 4 2
477 0 0 12 1
478 0 0 8 2
479 0 1 4 2
480 0 1 8 1
