trl_n curr_stim_level search nitems curr_target
1 3 0 8 1
2 3 0 4 2
3 3 0 8 2
4 3 0 8 1
5 3 0 8 2
6 3 0 12 2
7 3 1 8 2
8 3 0 8 2
9 3 0 12 1
10 3 0 12 2
11 3 1 4 2
12 3 1 4 1
13 3 1 4 1
14 3 0 4 1
15 3 0 8 1
16 3 0 12 2
17 3 0 8 1
18 3 0 4 1
19 3 0 8 1
20 3 0 8 1
21 3 1 4 1
22 3 0 4 2
23 3 1 12 2
24 3 1 12 1
25 3 1 8 2
26 3 0 12 1
27 3 0 4 2
28 3 1 4 2
29 3 1 12 1
30 3 1 4 1
31 3 1 4 2
32 3 1 4 1
33 3 0 4 1
34 3 1 8 2
35 3 0 8 1
36 3 0 12 2
37 3 1 4 2
38 3 1 8 2
39 3 1 8 2
40 3 0 8 2
41 3 1 12 2
42 3 0 4 1
43 3 1 8 1
44 3 0 8 2
45 3 1 8 2
46 3 0 8 2
47 3 0 4 2
48 3 1 12 2
49 3 1 4 2
50 3 1 8 1
51 3 1 4 1
52 3 1 4 1
53 3 0 4 1
54 3 1 8 1
55 3 0 12 1
56 3 0 12 2
57 3 1 12 2
58 3 1 4 2
59 3 0 4 2
60 3 1 8 2
61 3 1 12 1
62 3 0 4 2
63 3 0 12 2
64 3 0 12 1
65 3 1 8 2
66 3 1 8 1
67 3 0 12 2
68 3 0 8 2
69 3 1 4 1
70 3 1 4 1
71 3 1 12 2
72 3 0 8 1
73 3 1 12 1
74 3 0 12 2
75 3 0 8 2
76 3 1 12 1
77 3 0 8 2
78 3 0 12 2
79 3 1 12 2
80 3 0 4 1
81 3 1 12 1
82 3 1 12 1
83 3 0 12 2
84 3 1 12 2
85 3 0 12 1
86 3 1 8 1
87 3 0 8 1
88 3 1 8 2
89 3 0 4 2
90 3 1 8 2
91 3 1 8 1
92 3 0 4 2
93 3 1 12 1
94 3 0 4 2
95 3 0 12 1
96 3 0 4 1
97 3 0 12 1
98 3 0 12 1
99 3 0 4 1
100 3 0 12 1
101 3 1 4 2
102 3 0 4 1
103 3 1 8 1
104 3 0 4 1
105 3 1 8 1
106 3 1 12 2
107 3 1 8 1
108 3 1 4 2
109 3 1 8 1
110 3 0 8 1
111 3 1 12 2
112 3 1 12 1
113 3 0 12 1
114 3 0 8 2
115 3 1 12 2
116 3 1 4 1
117 3 1 4 2
118 3 0 4 2
119 3 1 12 1
120 3 1 4 2
121 2 0 4 2
122 2 0 12 1
123 2 0 8 2
124 2 1 8 2
125 2 0 12 2
126 2 1 12 2
127 2 0 4 2
128 2 1 4 1
129 2 1 12 1
130 2 0 12 2
