trl_n curr_stim_level search nitems curr_target
1 0 0 12 1
2 0 0 12 1
3 0 0 12 1
4 0 0 12 2
5 0 0 8 2
6 0 1 8 2
7 0 0 4 1
8 0 1 12 1
9 0 1 8 1
10 0 0 4 1
11 0 0 8 1
12 0 0 8 1
13 0 0 8 2
14 0 0 4 1
15 0 0 12 1
16 0 1 12 2
17 0 1 4 1
18 0 1 4 1
19 0 1 12 1
20 0 1 12 2
21 0 1 12 2
22 0 1 4 2
23 0 0 8 1
24 0 0 12 1
25 0 1 8 2
26 0 1 4 2
27 0 0 4 1
28 0 1 12 1
29 0 0 4 2
30 0 1 8 2
31 0 0 4 1
32 0 1 8 1
33 0 1 8 1
34 0 1 8 1
35 0 1 12 2
36 0 0 12 2
37 0 1 12 1
38 0 0 8 2
39 0 1 8 2
40 0 1 8 2
41 0 0 4 2
42 0 1 8 1
43 0 0 12 2
44 0 1 4 2
45 0 0 12 2
46 0 1 4 1
47 0 1 8 1
48 0 0 4 1
49 0 0 12 1
50 0 1 12 1
51 0 0 8 1
52 0 0 8 2
53 0 0 4 2
54 0 0 8 1
55 0 0 4 1
56 0 0 8 2
57 0 0 4 1
58 0 1 8 1
59 0 0 12 2
60 0 1 12 1
61 0 1 8 1
62 0 0 12 1
63 0 0 8 2
64 0 0 4 2
65 0 0 4 2
66 0 1 8 2
67 0 0 12 2
68 0 0 4 2
69 0 0 12 2
70 0 1 4 2
71 0 1 12 1
72 0 1 4 2
73 0 1 4 1
74 0 1 12 2
75 0 0 12 1
76 0 1 4 2
77 0 0 8 2
78 0 0 8 2
79 0 0 8 1
80 0 1 8 1
81 0 0 12 2
82 0 0 12 1
83 0 0 8 1
84 0 0 12 2
85 0 0 8 2
86 0 0 8 1
87 0 1 8 2
88 0 1 4 1
89 0 1 12 2
90 0 0 8 1
91 0 0 4 2
92 0 0 4 2
93 0 1 8 1
94 0 0 12 2
95 0 1 12 1
96 0 1 4 2
97 0 0 4 2
98 0 1 4 1
99 0 1 4 2
100 0 0 8 2
101 0 1 4 1
102 0 1 4 1
103 0 1 8 2
104 0 1 8 2
105 0 0 4 1
106 0 1 12 2
107 0 0 12 1
108 0 1 12 2
109 0 1 4 2
110 0 0 4 1
111 0 1 12 2
112 0 1 12 2
113 0 1 12 1
114 0 1 4 1
115 0 0 8 1
116 0 1 4 2
117 0 0 4 2
118 0 1 12 1
119 0 1 4 1
120 0 1 8 2
121 1 1 4 2
122 1 0 8 1
123 1 1 12 1
124 1 0 12 2
125 1 0 8 2
126 1 1 12 1
127 1 1 12 2
128 1 1 8 2
129 1 0 12 2
130 1 0 8 1
131 1 1 8 1
132 1 0 4 2
133 1 0 8 1
134 1 1 12 1
135 1 0 12 1
136 1 0 8 1
137 1 0 12 1
138 1 0 4 1
139 1 1 8 2
140 1 1 4 2
141 1 0 4 1
142 1 1 8 1
143 1 1 4 1
144 1 0 12 1
145 1 0 8 2
146 1 1 4 1
147 1 0 8 1
148 1 1 12 1
149 1 0 8 1
150 1 1 12 1
151 1 1 12 2
152 1 1 8 1
153 1 0 4 1
154 1 1 8 2
155 1 1 4 2
156 1 1 12 2
157 1 1 4 1
158 1 1 4 2
159 1 0 4 2
160 1 1 12 1
161 1 0 12 1
162 1 0 8 2
163 1 1 4 1
