trl_n curr_stim_level search nitems curr_target
1 2 0 8 1
2 2 1 12 1
3 2 0 12 1
4 2 1 12 1
5 2 0 8 2
6 2 0 4 2
7 2 0 4 1
8 2 1 8 1
9 2 0 8 1
10 2 1 12 2
11 2 0 12 2
12 2 0 8 2
13 2 1 12 2
14 2 1 8 2
15 2 0 4 2
16 2 1 12 1
17 2 0 4 1
18 2 0 12 2
19 2 1 8 2
20 2 1 4 1
21 2 1 4 2
22 2 0 4 1
23 2 1 8 1
24 2 0 12 2
25 2 0 12 2
26 2 0 8 1
27 2 0 4 2
28 2 1 8 1
29 2 1 8 2
30 2 1 12 1
31 2 1 8 1
32 2 0 8 1
33 2 0 4 1
34 2 0 8 1
35 2 1 12 1
36 2 0 4 2
37 2 1 8 2
38 2 0 8 2
39 2 0 8 1
40 2 1 4 1
41 2 1 12 2
42 2 1 4 2
43 2 0 4 1
44 2 1 4 2
45 2 0 12 2
46 2 1 4 2
47 2 0 12 1
48 2 1 8 1
49 2 0 12 1
50 2 0 4 2
51 2 0 8 1
52 2 0 12 1
53 2 0 12 2
54 2 0 8 2
55 2 0 8 2
56 2 0 4 1
57 2 0 4 1
58 2 0 4 1
59 2 1 4 1
60 2 0 4 1
61 2 0 8 2
62 2 0 12 2
63 2 1 8 1
64 2 1 8 1
65 2 1 8 2
66 2 0 4 2
67 2 0 12 1
68 2 1 12 2
69 2 1 4 2
70 2 1 12 1
71 2 1 12 1
72 2 0 4 2
73 2 1 4 1
74 2 0 8 1
75 2 0 12 2
76 2 1 4 2
77 2 1 8 2
78 2 1 12 2
79 2 0 12 2
80 2 1 4 1
81 2 1 8 2
82 2 1 4 2
83 2 1 4 1
84 2 1 4 2
85 2 1 12 1
86 2 0 8 2
87 2 0 12 1
88 2 1 8 1
89 2 1 8 1
90 2 1 8 2
91 2 1 4 1
92 2 1 12 2
93 2 0 8 1
94 2 1 8 2
95 2 0 8 2
96 2 0 4 2
97 2 1 12 2
98 2 1 8 1
99 2 0 4 2
100 2 0 4 2
101 2 1 4 1
102 2 1 4 2
103 2 0 12 1
104 2 1 12 1
105 2 0 12 1
106 2 1 4 2
107 2 1 8 2
108 2 1 12 1
109 2 0 12 2
110 2 0 8 2
111 2 1 12 2
112 2 0 4 1
113 2 0 12 1
114 2 1 12 2
115 2 1 4 1
116 2 0 12 1
117 2 0 8 1
118 2 1 12 2
119 2 0 8 2
120 2 1 4 1
121 0 1 4 2
122 0 1 8 2
123 0 0 8 2
124 0 1 12 1
125 0 1 12 1
126 0 0 8 1
127 0 1 12 2
128 0 1 12 1
129 0 0 4 2
130 0 1 8 2
131 0 0 12 1
132 0 1 8 2
133 0 1 4 2
134 0 0 4 1
135 0 0 8 1
136 0 0 4 1
137 0 0 8 1
138 0 0 8 1
139 0 0 4 2
140 0 0 12 2
141 0 1 8 2
142 0 1 8 1
143 0 0 4 1
144 0 0 12 1
145 0 1 8 1
146 0 0 8 2
147 0 1 12 2
148 0 0 8 2
149 0 1 8 1
150 0 1 12 2
151 0 1 12 1
152 0 0 4 1
153 0 0 8 1
154 0 1 4 2
155 0 1 4 2
156 0 1 4 2
157 0 0 8 1
158 0 1 12 1
159 0 1 8 1
160 0 1 8 2
161 0 0 4 2
162 0 0 8 1
163 0 1 4 2
164 0 0 4 2
165 0 0 12 2
166 0 1 8 1
167 0 1 4 1
168 0 0 4 2
169 0 1 4 1
170 0 1 8 1
171 0 1 12 2
172 0 1 12 2
173 0 0 8 1
174 0 0 8 2
175 0 0 12 1
176 0 0 8 2
177 0 0 12 1
178 0 0 4 1
179 0 1 8 1
180 0 1 12 2
181 0 0 4 1
182 0 1 4 2
183 0 1 8 1
184 0 1 4 1
185 0 0 8 1
186 0 1 8 2
187 0 0 8 2
188 0 1 8 1
189 0 0 4 2
190 0 1 4 1
191 0 0 8 2
192 0 0 4 2
193 0 1 4 1
194 0 1 12 1
195 0 1 4 1
196 0 0 12 2
197 0 1 8 2
198 0 1 8 2
199 0 1 8 2
200 0 0 4 1
201 0 0 8 2
202 0 1 12 2
203 0 0 12 1
204 0 0 8 2
205 0 0 4 1
206 0 0 12 1
207 0 0 12 2
208 0 0 12 1
209 0 1 12 2
210 0 1 12 1
211 0 0 8 1
212 0 1 12 1
213 0 0 4 2
214 0 1 4 1
215 0 0 4 2
216 0 1 8 2
217 0 1 4 2
218 0 1 4 2
219 0 1 12 2
220 0 0 12 1
221 0 0 12 1
222 0 0 8 2
223 0 0 12 1
224 0 1 4 2
225 0 1 12 1
226 0 0 4 1
227 0 1 12 1
228 0 0 4 1
229 0 0 12 2
230 0 1 4 1
231 0 1 4 1
232 0 0 4 2
233 0 0 12 2
234 0 1 4 1
235 0 0 12 2
236 0 1 12 2
237 0 0 12 2
238 0 0 12 2
239 0 1 8 1
240 0 0 12 2
241 3 1 8 1
242 3 1 12 2
243 3 0 4 2
244 3 1 8 1
245 3 1 4 1
246 3 0 4 2
247 3 0 8 1
248 3 1 12 2
249 3 1 4 1
250 3 0 4 2
251 3 1 12 1
252 3 0 8 1
253 3 0 12 1
254 3 1 8 2
255 3 0 4 2
256 3 1 4 2
257 3 0 4 2
258 3 1 4 1
259 3 0 12 2
260 3 1 8 2
261 3 0 8 2
262 3 1 8 2
263 3 1 12 1
264 3 0 4 1
265 3 0 8 1
266 3 1 12 1
267 3 0 12 2
268 3 0 8 2
269 3 1 4 2
270 3 0 4 2
271 3 0 12 2
272 3 0 12 1
273 3 1 12 2
274 3 1 8 1
275 3 0 4 1
276 3 1 4 2
277 3 0 8 1
278 3 0 4 2
279 3 1 12 2
280 3 0 8 1
281 3 1 12 1
282 3 0 12 2
283 3 1 12 2
284 3 0 4 1
285 3 0 8 2
286 3 1 12 1
287 3 0 12 1
288 3 1 12 2
289 3 0 12 2
290 3 1 4 2
291 3 1 4 2
292 3 0 8 2
293 3 0 12 1
294 3 0 8 1
295 3 0 4 1
296 3 0 8 1
297 3 1 4 2
298 3 1 4 1
299 3 0 12 1
300 3 1 8 2
301 3 0 12 1
302 3 1 4 2
303 3 0 12 2
304 3 0 8 1
305 3 1 4 1
306 3 0 12 2
307 3 1 12 1
308 3 1 8 2
309 3 0 4 1
310 3 0 4 1
311 3 1 4 1
312 3 1 8 1
313 3 1 8 2
314 3 1 8 1
315 3 1 4 2
316 3 1 4 2
317 3 0 8 2
318 3 0 8 1
319 3 0 8 2
320 3 0 12 2
321 3 0 12 1
322 3 0 8 2
323 3 1 12 1
324 3 1 4 2
325 3 1 4 1
326 3 0 12 1
327 3 1 12 2
328 3 0 12 1
329 3 0 8 1
330 3 0 8 2
331 3 1 12 2
332 3 0 12 2
333 3 0 4 2
334 3 1 12 2
335 3 0 4 2
336 3 0 8 2
337 3 0 4 1
338 3 1 8 1
339 3 1 8 1
340 3 0 4 1
341 3 0 4 1
342 3 1 4 1
343 3 1 12 1
344 3 0 4 2
345 3 0 4 1
346 3 1 8 1
347 3 1 8 2
348 3 0 12 1
349 3 1 8 1
350 3 1 4 1
351 3 0 12 2
352 3 1 4 1
353 3 1 12 1
354 3 1 8 2
355 3 1 12 1
356 3 1 12 2
357 3 0 8 2
358 3 1 8 2
359 3 1 8 2
360 3 1 8 1
361 1 0 12 2
362 1 1 12 1
363 1 1 8 1
364 1 1 12 2
365 1 1 12 1
366 1 1 4 2
367 1 0 12 1
368 1 1 12 2
369 1 0 4 2
370 1 0 12 2
371 1 0 4 2
372 1 0 4 1
373 1 0 8 2
374 1 1 4 1
375 1 0 12 2
376 1 1 4 2
377 1 1 4 2
378 1 1 8 2
379 1 1 4 2
380 1 0 8 2
381 1 0 12 1
382 1 1 12 1
383 1 1 4 1
384 1 1 4 1
385 1 0 4 2
386 1 1 8 1
387 1 1 12 2
388 1 1 12 1
389 1 0 8 1
390 1 1 12 2
391 1 0 4 2
392 1 1 4 1
393 1 1 12 1
394 1 0 4 1
395 1 1 4 2
396 1 1 8 2
397 1 0 8 1
398 1 0 4 1
399 1 0 8 2
400 1 0 12 2
401 1 0 12 1
402 1 1 12 1
403 1 0 12 2
404 1 1 8 1
405 1 1 4 1
406 1 1 8 1
407 1 0 8 1
408 1 0 4 2
409 1 0 4 2
410 1 1 12 2
411 1 0 12 2
412 1 0 8 2
413 1 0 4 2
414 1 0 12 2
415 1 1 4 1
416 1 0 12 1
417 1 0 12 1
418 1 0 8 2
419 1 1 4 2
420 1 1 8 1
421 1 1 12 1
422 1 0 4 1
423 1 0 12 1
424 1 1 4 2
425 1 1 12 2
426 1 1 12 2
427 1 1 12 2
428 1 1 4 1
429 1 1 8 2
430 1 0 8 1
431 1 1 4 1
432 1 1 8 2
433 1 1 4 2
434 1 0 8 2
435 1 1 8 2
436 1 1 8 2
437 1 1 4 2
438 1 1 4 1
439 1 1 8 1
440 1 1 12 1
441 1 0 12 2
442 1 0 4 2
443 1 1 8 2
444 1 1 4 2
445 1 1 12 1
446 1 1 8 1
447 1 0 4 2
448 1 0 4 1
449 1 0 12 1
450 1 1 12 1
451 1 0 8 1
452 1 0 12 2
453 1 0 8 1
454 1 1 8 1
455 1 1 12 2
456 1 0 12 1
457 1 0 4 1
458 1 1 8 1
459 1 1 8 1
460 1 0 12 2
461 1 0 4 1
462 1 1 8 2
463 1 0 4 1
464 1 0 8 2
465 1 0 8 1
466 1 0 8 2
467 1 1 8 2
468 1 0 12 1
469 1 0 8 2
470 1 1 4 1
471 1 0 4 2
472 1 0 8 1
473 1 0 8 2
474 1 0 8 1
475 1 0 4 1
476 1 0 8 1
477 1 1 8 2
478 1 0 4 1
479 1 0 12 1
480 1 1 12 2
